industry_code,industry_name,target_sales_2021,seoul_sales_2021,target_sales_2025,seoul_sales_2025,relative_index_2025_2021_100,relative_log_change_2021_2025,target_absolute_change_2021_2025,target_absolute_pct_change_2021_2025,seoul_pct_change_2021_2025
CS100003,일식음식점,1858509036.0,970496439926.0,806968748.0,1065857168502.0,39.53547627964611,-0.9279717834997969,-1051540288.0,-0.5657977807109247,0.09825974073977162
CS100004,양식음식점,1581862021.0,1164397783067.0,265348527.0,1388088424762.0,14.07123833858642,-1.9610373060419741,-1316513494.0,-0.8322555801470879,0.19210844004340455
CS100010,커피-음료,1198271899.0,2310436326818.0,1047182873.0,2752953132228.0,73.34362015741279,-0.310014663267629,-151089026.0,-0.1260891005840069,0.19152953936603256
