group,year,sales_amount,sales_transactions,store_count,sales_index_2022_100
leeum,2022,8317066110.0,282150.0,21.25,100.0
leeum,2023,7643848529.0,247271.0,21.75,91.90558819545082
leeum,2024,6552204107.0,204463.0,22.25,78.78023356243348
leeum,2025,4835389560.0,143705.0,22.25,58.13816430034364
matched_controls,2022,68303541857.0,3925569.0,332.25,100.0
matched_controls,2023,67207981102.0,3927384.0,348.0,98.39604107603431
matched_controls,2024,61294471000.0,3443147.0,352.75,89.73834933527436
matched_controls,2025,57713645700.0,3208425.0,450.25,84.49583159366617
