metric,best_mean_break_quarter,best_mean_break_sse,pre_2022q4_mean,post_2022q4_mean,post_vs_pre_change,interpretation
sales_amount,20243,8.822590114430331e+17,2099096628.0,1603880491.0769231,-0.23591869488872186,Descriptive break scan; seasonality and concurrent causes are not controlled.
sales_transactions,20243,1614398224.1818182,74473.75,50042.846153846156,-0.32804718234483754,Descriptive break scan; seasonality and concurrent causes are not controlled.
sales_per_store,20243,1765314165634174.2,94935613.92380951,73117945.94006719,-0.2298154199671798,Descriptive break scan; seasonality and concurrent causes are not controlled.
transactions_per_store,20243,2929012.981921441,3360.323722943723,2281.190157668418,-0.3211397633826656,Descriptive break scan; seasonality and concurrent causes are not controlled.
weekend_sales_share,20233,0.006622205716860912,0.3767529411633134,0.3819232973713865,0.013723466078614743,Descriptive break scan; seasonality and concurrent causes are not controlled.
evening_sales_share,20231,0.005422890617702321,0.45797275188492576,0.4505487334094905,-0.01621061175556726,Descriptive break scan; seasonality and concurrent causes are not controlled.
