area_code,quarter,quarter_label,outcome_residual,food_sales_yoy_log_change_lag1_residual,floating_population_yoy_log_change_residual
3001491,20222,2022Q2,0.5841164461655608,0.153843961845611,0.18325592534100607
3001491,20223,2022Q3,0.3828856024256937,0.38643517286883444,0.2207943005439313
3001491,20224,2022Q4,-0.7028940023412211,0.5390339437632805,0.013017388371561533
3001491,20231,2023Q1,-0.9515259945232448,-0.06918368999537913,-0.024508481467411834
3001491,20232,2023Q2,-0.6759987532061262,-0.11708010923985956,-0.08211895143096348
3001491,20233,2023Q3,-0.061702131535168445,-0.3757315153656893,-0.11469274931760977
3001491,20234,2023Q4,0.3762598840002975,-0.37232128799327074,-0.05181132913671989
3001491,20241,2024Q1,0.42854118353450704,-0.00442772725152838,0.03393552808329982
3001491,20242,2024Q2,0.6363676846677795,0.08234983957137944,-0.01958003432382592
3001491,20243,2024Q3,0.0007670109623878879,-0.04724852809539579,-0.024218523045362112
3001491,20244,2024Q4,0.164337681425525,-0.05994063305880216,0.003969681499600361
3001491,20251,2025Q1,-0.16919257402947283,-0.031430962185457406,-0.0451845022151862
3001491,20252,2025Q2,-0.17349169087369876,-0.04919606970151905,-0.053670872542007975
3001491,20253,2025Q3,0.2551772756711282,-0.02500644155658644,-0.028787002045913185
3001491,20254,2025Q4,-0.0936476223429442,-0.010095953604144448,-0.010400378314236274
3001492,20222,2022Q2,-0.6096418762627035,-0.07105419045383325,0.10823647960917407
3001492,20223,2022Q3,-0.4759465993837253,-0.013401712174194776,0.1788387795536502
3001492,20224,2022Q4,-0.6830955721216359,0.08830714708831675,0.10320709163715125
3001492,20231,2023Q1,0.2361214044620338,0.051604635477579416,0.1430072690952444
3001492,20232,2023Q2,-0.17665307205145722,0.07646335913418904,-0.01373763377614288
3001492,20233,2023Q3,-0.13685948865331138,-0.06258443777988276,-0.08188679368094821
3001492,20234,2023Q4,0.5117433718418315,-0.07438067589535874,-0.0989819188379815
3001492,20241,2024Q1,0.14530572628781013,-0.05485941310386428,-0.11487679890744751
3001492,20242,2024Q2,0.5672825858751648,-0.07734759325705874,-0.06098367350762591
3001492,20243,2024Q3,0.41058089580914436,-0.04492780790338726,-0.009547781420721905
3001492,20244,2024Q4,0.10391575597505837,0.09616506530308307,0.02015250326271681
3001492,20251,2025Q1,-0.11701961009545746,0.05045979257120145,-0.00938721124980885
3001492,20252,2025Q2,-0.08767115602418875,0.042561539484872214,-0.05140326304367215
3001492,20253,2025Q3,0.13503229718213233,0.04977999576009419,-0.035676993443272194
3001492,20254,2025Q4,0.17690533716030746,-0.05678570425028332,-0.07696005529015316
3001493,20222,2022Q2,-0.13127813633600607,0.03891103561832608,0.01627063682163124
3001493,20223,2022Q3,0.13975483713444217,0.014241414781054885,0.03991322747400942
3001493,20224,2022Q4,0.32207736257288827,0.021598758517701797,0.011732970469102337
3001493,20231,2023Q1,0.18149522651573569,-0.015093201656873667,0.04968614106199175
3001493,20232,2023Q2,0.4412660917057519,0.04399870928687485,0.006964293152984582
3001493,20233,2023Q3,0.11966615898617793,0.02890902843618079,-0.02678499538623744
3001493,20234,2023Q4,-0.05184022871458166,-0.028457949050971546,0.01852856104275576
3001493,20241,2024Q1,-0.3001917301521967,-0.04888589982386234,-0.017239449015636198
3001493,20242,2024Q2,-0.31167758013613833,-0.032028204475429034,0.041218783406429906
