area_code,food_overall_rank,food_CoreDeclineScore,area_name,all_industry_rank,all_industry_CoreDeclineScore
3110634,265.0,0.305648623913643,송정역 3번,320,0.3720645272796811
3110636,,,방화역 2번,343,0.3421746118691683
3110638,534.0,-0.2143354564857891,신방화역 2번,86,1.1374883068626334
3110639,26.0,1.5919749867646664,,,
3110640,91.0,0.8831910988587839,방화역 1번,201,0.6430903816570077
3110641,,,공항고등학교,277,0.4608740914801018
3110643,85.0,0.9415413678016004,강서구다솔마을,61,1.3986377276051791
3110645,189.0,0.4928714301304674,우장산역 4번,718,-0.2421396836798438
3110646,525.0,-0.1944406892888639,푸른들청소년도서관,724,-0.24805444256014278
3110647,161.0,0.5589074448659793,화곡역 5번,304,0.40503946284148346
3110648,765.0,-0.7969058144031135,양천향교역 7번,339,0.34722844694151056
3110649,,,우장산역 1번,669,-0.15125205271054742
3110650,,,우장산힐스테이트,153,0.7833164232440248
3110651,54.0,1.2073295320069224,화원중학교,691,-0.18531308251812503
3110652,,,양천향교역 2번,471,0.14618629820722553
3110653,487.0,-0.1233894244853413,화곡역 2번,110,0.9850977799620774
3110654,432.0,-0.0185417219293169,까치산역 4번,424,0.22409011125305014
3110655,424.0,0.0030181862784208,발산역 5번,635,-0.10215433859173609
3110656,678.0,-0.5349032155578491,까치산역 3번,799,-0.3694885375409342
3110657,493.0,-0.1320681938785543,,,
3110658,,,화곡초등학교,328,0.35887036828845176
3110659,184.0,0.5065138428788423,화곡역 4번,387,0.2708556657774684
3110660,31.0,1.523908696583404,등촌3동주민센터,189,0.6761438139068842
3110662,153.0,0.5905391346917463,까치산역 1번,625,-0.09087924397295985
3110664,,,강서구청옆,174,0.7049267142440364
3110665,494.0,-0.1332812377725889,곰달래도서관,141,0.8235339438211773
3110667,124.0,0.6827011644005185,가양역 10번,127,0.9001112973199228
3110668,99.0,0.8134966860008139,화곡2동주민센터,372,0.2924043144585844
3110670,,,신곡초등학교,278,0.4521391688562435
3110671,212.0,0.4134654957862718,등촌1동주민센터,440,0.20528836846563878
3110675,506.0,-0.1657186174225965,,,
3110676,,,등촌역 7번,398,0.2606953694168727
3110680,,,온수역 5번(온수산업단지),267,0.49238100772004645
3110684,,,서울공연예술고등학교,350,0.3334652264005494
3110686,8.0,2.0345864145012467,,,
3110689,,,오류동역 3번,426,0.22201324111101212
3110690,583.0,-0.3104472820652054,오류2동버들시장,425,0.22340920427116148
3110691,499.0,-0.1439712628188429,,,
3110694,28.0,1.5819213327304995,세곡초등학교,95,1.0436084146371654
3110695,337.0,0.1608746599517381,개봉1동주민센터,736,-0.25714291309876525
3110697,,,개봉3동주민센터,55,1.464530813812886
3110698,,,개웅초등학교(개웅중학교),572,-0.007028625818912143
3110699,163.0,0.5533215357193629,덕의초등학교,819,-0.4166986381256874
3110700,,,고척초등학교,4,3.167582673764944
3110701,830.0,-1.2017655948456691,고척동성당,867,-0.5177855797355205
3110702,,,개봉초등학교,963,-0.7619989168621448
3110703,730.0,-0.6628968583672903,개봉역,697,-0.20272900733096838
3110706,788.0,-0.900062024456865,그라운드 고척,1050,-1.323113783151979
3110707,142.0,0.6207374846087197,구로창업지원센터,268,0.4904643123189838
3110709,192.0,0.4872174518426836,구로119안전센터,24,2.09575479586241
3110710,703.0,-0.5825544033878031,남구로역 3번,693,-0.18932466195657208
3110711,241.0,0.3494055968975977,구로초등학교,134,0.876609330405782
3110712,645.0,-0.4437211304169351,남구로역 5번,673,-0.16001571707238482
3110713,392.0,0.0528250994973029,구로보건소,210,0.622926463523022
3110714,300.0,0.2321050816161447,구로4동주민센터,236,0.5683678203379088
3110716,786.0,-0.8835635539495589,구로나눔길,1059,-1.416193560757974
3110717,117.0,0.7116526917596567,남구로역 2번,188,0.6764096406665215
3110718,674.0,-0.5288772032990494,한국SGI본부,873,-0.5276506194125923
3110720,349.0,0.1374720047742752,대림역 2번,1003,-0.9164107834629212
3110721,47.0,1.2723862294037869,가리봉파출소,114,0.9639936488691339
3110722,,,G타워,1074,-1.7391303800166542
3110723,208.0,0.4376621353285126,가산디지털단지역 1번 출입구,209,0.6250610999577081
3110725,600.0,-0.3360912817378397,가산동주민센터,682,-0.16721896522313429
3110726,,,금천철쭉어린이공원(금하마을),264,0.4987484395333514
3110729,399.0,0.0416831327293827,가산동우체국,365,0.3011476538878617
3110730,,,서울축산농협 독산역지점(독산파출소),38,1.7505568072329856
3110731,257.0,0.3162698601397604,금천구청역 1번 출입구,345,0.34194555492013157
3110732,843.0,-1.84469939927187,가산초등학교(세일중학교),1057,-1.397930510901757
3110735,779.0,-0.8723924584619962,말미고개,447,0.19485970485798798
3110736,254.0,0.3252570564590734,독산119안전센터,542,0.038067998692924626
3110738,807.0,-1.0112655997644588,문성초등학교,757,-0.3005565217642787
3110740,,,금천해태공원,326,0.3619189326049002
3110741,283.0,0.2629707981318124,독산2동주민센터,177,0.7017842900888028
3110743,511.0,-0.1703191580336941,시흥초등학교(시흥1동우체국),725,-0.24905608266508236
3110744,457.0,-0.0705707355877333,독산동성당,302,0.4093205509856131
3110745,626.0,-0.3918295442667194,독산동정훈단지,338,0.3498779783288387
3110746,,,금천금빛공원(은행나무사거리서측),616,-0.07819157314287584
3110747,,,석수역 1번 출입구,436,0.21356851391085857
3110748,,,백산초등학교,126,0.9141823873938189
3110749,297.0,0.2368451952850387,금산초등학교(금천고등학교),647,-0.11629070676326207
3110750,111.0,0.7207769192261578,시흥4동주민센터(서울신흥초등학교),121,0.9343438569645033
3110751,,,난곡중학교,74,1.2884475240384878
3110752,306.0,0.2243096502402063,한울중학교,391,0.2681184986214883
3110753,118.0,0.7109793717819742,시흥동 은행나무사거리,389,0.27052000372557594
3110754,,,삼성산자연공원(서울금천초등학교),1017,-1.000911172075564
3110755,83.0,0.958915063906099,동일여자고등학교,131,0.8870861473747723
3110756,,,문래중학교,283,0.43532742488651843
3110757,691.0,-0.5552569122997825,양평역 2번,834,-0.4513755408644744
3110759,809.0,-1.0194308366703848,문래예술촌(문래창작촌),945,-0.6918389231131634
3110760,745.0,-0.7191911778673762,선유도역 6번,974,-0.819755851479194
3110762,619.0,-0.3766064705118104,선유도역 1번,942,-0.672826453556313
3110763,200.0,0.46539576999976,영등포구청역 2번,65,1.3837755146648034
3110766,721.0,-0.6400796307721326,대림역 5번,512,0.0805253952204843
3110770,709.0,-0.6054825812166734,영등포구청역 6번,875,-0.5302386916698636
3110774,18.0,1.7206987790134067,당산반도유보라팰리스아파트,713,-0.22310206779536867
3110775,129.0,0.6711167152837405,대동초등학교,168,0.729623721070049
3110776,74.0,1.0510023190311422,도신초등학교,466,0.1570905904887431
3110778,167.0,0.5441474857562707,구로디지털단지역 4번,212,0.6222958991310992
3110780,,,신길대성유니드아파트,986,-0.8563342913340508
3110781,,,대림한신아파트,280,0.4451575530731307
3110782,,,영등포시장역 4번,1080,-2.26628052943834
3110783,360.0,0.1014060490973715,영등포시장역 1번,27,1.8815933680861845
3110785,,,영등포푸르지오아파트,645,-0.1153486296382203
3110787,246.0,0.3445188561855213,신길3동주민센터,560,0.01148628307695368
3110789,751.0,-0.7488680557253549,대림성모병원,816,-0.41288825566004406
3110790,76.0,1.0343508507442685,대림1동주민센터,124,0.9184339633206008
3110792,410.0,0.0261118275225632,영등포역 2번,437,0.21306559243848971
3110794,,,영동초등학교,89,1.0817216077851883
3110803,330.0,0.1787722759116037,신길2동우편취급국,98,1.0344325779553254
3110804,828.0,-1.1955517325578515,신풍역 1번,971,-0.7995997942383273
3110809,,,장훈고등학교,411,0.23489999306177012
3110810,223.0,0.3888707068848168,영신초등학교,296,0.4201810527047075
3110811,,,보라매역 4번,230,0.5862160051062346
3110812,802.0,-0.9703242381179767,신길6동주민센터,580,-0.012863549456485879
3110813,504.0,-0.161695319004885,보라매역 6번,831,-0.444453008412725
3110814,787.0,-0.8941874029576502,,,
3110815,22.0,1.6176855447163874,공군호텔,140,0.8347123036863323
3110819,369.0,0.0884569012930993,신대방역 4번,614,-0.07779881956058776
3110820,,,성남고등학교,518,0.07353360495781569
3110821,105.0,0.7972990446127048,보라매역 2번,458,0.17311122930659498
3110824,,,대방역 3번,538,0.0467052041181828
3110825,14.0,1.8245699305698904,신대방삼거리역 1번,35,1.8014350776640453
3110826,621.0,-0.3778658228105028,장승배기역 4번,166,0.737855572882396
3110827,444.0,-0.0456874476624947,NH농협은행 상도동지점,492,0.10976481904138241
3110828,183.0,0.5107749650012289,,,
3110830,,,상도초등학교,69,1.3483338381081376
3110831,,,상도4동주민센터,579,-0.0121443801553692
3110832,,,노량진초등학교,171,0.7187900423943201
3110833,,,상도역 2번,448,0.19370445702905428
3110836,503.0,-0.1611665852631867,상도역 5번,882,-0.5379055895448362
3110837,517.0,-0.1848556365380803,숭실대입구역 1번,530,0.060605557792275944
3110839,445.0,-0.0470757302089839,숭실대입구역 4번,660,-0.13662909441398158
3110840,477.0,-0.1101232745140164,중앙대학교,802,-0.3783365681358166
3110842,710.0,-0.6149494687115886,흑리단길,468,0.1526464954065827
3110846,695.0,-0.5662989957498205,남성역 1번,595,-0.04715316916159732
3110848,341.0,0.1575280574917505,양지어린이공원,84,1.1652798205223949
3110849,531.0,-0.2052649454749108,이수역 10번,720,-0.2441183974768481
3110850,711.0,-0.6151799438449805,사당역 10번,578,-0.011971466805696496
3110852,442.0,-0.0397766728057385,이수역 9번,192,0.6691649405718434
3110853,,,KT구로지사,549,0.030460725172231307
3110855,510.0,-0.1681152220345104,신대방역 2번,334,0.35518428478575903
3110856,,,미성초등학교,528,0.061478275477083955
3110857,,,미성동주민센터,354,0.3195184126235241
3110860,,,호림박물관(성보고등학교),377,0.28566076213431313
3110861,178.0,0.5289343563591689,관악구신사동주민센터,410,0.23557570599900182
3110862,,,난곡초등학교(난곡동벽화마을),537,0.052596283381409176
3110863,259.0,0.3127437829746899,난우초등학교,401,0.25761518230038516
3110864,,,신림우방아파트,315,0.3775934634954209
3110865,683.0,-0.5441960403680692,남강고등학교(남강중학교),913,-0.6138464332322909
3110866,,,난우중학교,779,-0.3383212496206358
3110867,,,국제신학대학원대학교(남서울중학교),1033,-1.1186911659848706
3110868,764.0,-0.7964508578529343,남부초등학교,967,-0.784220642051066
3110869,245.0,0.3449340107578606,"신림역 5번(신림동주민센터, 신림동별빛거리)",602,-0.05445235106215897
3110871,202.0,0.457280074964682,신원동주민센터,276,0.4614235255507123
3110873,269.0,0.2965825306595773,당곡중학교,295,0.42163154849925405
3110875,,,보라매동주민센터(당곡고등학교),239,0.5604132093494276
3110876,,,서원동주민센터(신관중학교),79,1.2414956208857881
3110877,521.0,-0.1880935594765542,신림역 8번,218,0.6106969594594274
3110881,17.0,1.7463392039287218,구립대학경로당(관악산샘말공원),56,1.448966168214128
3110882,334.0,0.1719561729372548,신성초등학교,601,-0.05221693260952717
3110883,15.0,1.7960574031498555,은천초등학교(은천교앞),154,0.7772089902700938
3110884,747.0,-0.7225634454736081,봉천역 4번(봉천110안전센터),994,-0.8750273054837956
3110885,120.0,0.7096844250804164,영락고등학교,222,0.6043011863702137
3110886,58.0,1.1890432776606643,,,
3110890,463.0,-0.0782656346240248,봉천역 1번(관악초등학교),826,-0.4339680137416283
3110891,,,구암초등학교,874,-0.52799330394785
3110892,481.0,-0.116157920454547,관악구 중앙길,285,0.4337911517455498
3110895,544.0,-0.2270849463105434,샤로수길,676,-0.16227234169645438
3110896,,,관악우성아파트,208,0.6258431533532376
3110897,,,서울대입구역 8번,452,0.18524017492446174
3110900,50.0,1.2233228793634792,낙성대역 1번(관악구민 종합체육센터),146,0.8052980664638438
3110902,837.0,-1.4576622127389711,사당역 4번,599,-0.048764187366316554
3110903,,,방배아이파크아파트,951,-0.6997643600454498
3110904,114.0,0.714051709937191,이수역 5번,854,-0.48997004459342525
3110905,,,방배노인종합복지관(이수중학교),907,-0.6024784149856297
3110907,55.0,1.2063938773352103,방배초등학교,353,0.32772529069084666
3110908,,,구반포역,16,2.3695884078653195
3110912,,,방배동사이길,642,-0.11230700826609359
3110913,,,방현초등학교(방배119안전센터),224,0.5982246224105295
3110916,,,내방역 4번,215,0.6169036595227878
3110925,,,서초중학교,325,0.3628536454935189
3110926,,,신중초등학교,43,1.6666157809295996
3110934,57.0,1.1934329298329986,우면주공아파트,147,0.8009827536923722
3110936,,,더케이호텔(양재리본타워2단지아파트),77,1.2659801741738412
3110938,,,바우뫼공원,858,-0.49729100408852134
3110939,191.0,0.4877907660893569,양재역 8번(양재동우체국),138,0.8496787026579331
3110942,310.0,0.2144149485481905,염곡동 구룡사(포이동성당),133,0.87735999650548
3110946,,,청계산원터골,288,0.43062416528534714
3110949,,,한남IC,1020,-1.0152428432698712
3110951,,,신사은행나무공원,12,2.6714164687021746
3110955,686.0,-0.5457089929315642,논현초등학교,800,-0.37594311415134296
3110957,170.0,0.5374841997275221,언북중학교,23,2.141994577844683
3110961,238.0,0.3558537727852747,언주역 3번,245,0.5453239266895855
3110965,571.0,-0.2925568695966319,,,
3110966,70.0,1.0796926272926908,논현2동주민센터,70,1.3396707480500434
3110976,,,언북초등학교,496,0.10673548882369577
3110980,,,개포지구대옆,390,0.26890805683174335
3110981,24.0,1.597098178836828,국악고교사거리,344,0.3419744296336757
3110982,,,강남구보훈회관,1029,-1.080393632367771
3110983,,,국립국악고등학교,298,0.414206687625115
3110984,532.0,-0.2078101686611204,,,
3110992,38.0,1.3823642014621675,도곡초등학교,844,-0.46887485818922364
3110994,825.0,-1.1584201942743646,개포고등학교,1084,-2.8609201012077246
3110996,,,대치2동주민센터,969,-0.7899734386806596
3110997,438.0,-0.0353376472592762,대청초등학교,857,-0.49334496968983
3110999,575.0,-0.2942654987966303,윗방죽마을공원,1016,-0.9849150234997164
3111002,,,한국교통안전공단 강남자동차검사소,837,-0.4552686645086865
3111003,559.0,-0.2673946864123788,삼전역 4번,312,0.3900716668547752
3111004,596.0,-0.3295162879990547,삼전역 1번,455,0.18072114669044237
3111005,783.0,-0.8742389647092426,삼전역 3번,868,-0.5184289301737232
3111006,637.0,-0.4272742886744154,석촌고분역 1번,627,-0.09292950879892325
3111007,9.0,2.006270806049586,석촌고분역 4번,20,2.1868858433140934
3111008,316.0,0.2061199415084794,석촌고분역 3번,198,0.6484600415478518
3111010,461.0,-0.0758789300802807,석촌역 7번,374,0.29080721419169353
3111011,,,잠실나루역,337,0.3511528669754844
3111012,293.0,0.2419026297013013,석촌역 6번,165,0.7470520234866349
3111013,501.0,-0.1593501540187602,송파나루역 1번(송리단길),703,-0.20589188576717213
3111014,180.0,0.5262288312123032,송파나루역 2번,221,0.6054025233519914
3111015,429.0,-0.0083747697631597,,,
3111019,206.0,0.4453223917550896,한성백제역 3번,149,0.7980410914705589
3111020,622.0,-0.3790698991714586,방이동고분군(방산고등학교),897,-0.5830254564822303
3111021,175.0,0.5312904597598793,방이역 4번,514,0.0772831177752027
3111022,,,석촌중학교(방이육교),902,-0.595284313957699
3111023,454.0,-0.0625433561709245,,,
3111024,,,경찰병원역 4번(건너말공원),895,-0.5743298842613385
3111025,,,경찰병원역 3번,167,0.7323662490145331
3111026,207.0,0.4442484848049584,문정역 2번,456,0.1754225830435146
3111027,370.0,0.0875894135583774,문정초등학교,351,0.3333327582738915
3111028,354.0,0.1205082917443418,문현중학교(장지역 1번),927,-0.6397872901917981
3111030,230.0,0.3706064707459834,방이역 2번,73,1.2891947646322168
3111031,213.0,0.410761956299418,장지동주민센터(한림연예예술고교),173,0.712728760540996
3111032,46.0,1.289800282456886,방이역 1번,29,1.8581579953667011
3111034,258.0,0.313518037567277,오동나무공원(송파레미니스1단지),176,0.7020062584163455
3111038,13.0,1.8732573150545448,보인중학교,91,1.0718851408081929
3111039,3.0,2.303449337173092,벌말어린이공원,25,2.09107655568281
3111042,201.0,0.4612619673002162,,,
3111044,701.0,-0.5803786784045826,남천초등학교,723,-0.2475107465873348
3111046,158.0,0.5792621902499869,마천역(마천초등학교),78,1.2492668670412248
3111048,,,천호역 1번(천호문구완구거리),589,-0.0336585363840487
3111049,164.0,0.5522727225451559,천호지구대(천호동자전거거리),517,0.07508155686317282
3111051,630.0,-0.4037776566155978,천호역 6번,679,-0.16576940339866436
3111052,623.0,-0.3794794563896284,암사역 3번(천호동자전거거리),145,0.8057788927493366
3111053,668.0,-0.4992843634137726,성내천어린이공원(하니사랑길),272,0.47076725116632934
3111057,143.0,0.6157342397254985,천호공원(해공체육문화센터),156,0.771176929885514
3111059,403.0,0.0370804825295422,강동역 4번(강풀만화거리),349,0.33417284207272385
3111060,599.0,-0.3357929642332042,암사역 2번(서울강동초등학교),233,0.581958279320727
3111061,516.0,-0.1843920718340088,암사역 1번,402,0.2546938803625106
3111062,412.0,0.0221851229264286,둔촌동역 3번(성내3동주민센터),544,0.03558186386953184
3111063,566.0,-0.2880251976387161,강동구립 천호도서관,944,-0.6808541048564902
3111064,,,둔촌동역 4번,956,-0.7313689562701797
3111065,,,천일초등학교,695,-0.1939709331146905
3111066,272.0,0.2930361897644631,암사동성당(효정하나플러스아파트),175,0.702087932960032
3111067,467.0,-0.0826017510466681,강동구립성내도서관,32,1.8155350023459438
3111069,10.0,1.9788053314035825,,,
3111072,197.0,0.4761889367728141,굽은다리역 1번(십자성마을),115,0.9589224500087367
3111073,51.0,1.2205424328296075,둔촌동역 1번(한산중학교),394,0.2666021738041355
3111074,,,명일역 1번,274,0.4668928317059825
3111075,,,굽은다리역 2번,179,0.6978947934829546
3111076,232.0,0.3684511115238008,둔촌2동주민센터,9,2.760021094111132
3111077,181.0,0.5183616282433572,길동주민센터(강동도서관),366,0.30071765418317653
3111078,262.0,0.3102589345229526,굽은다리역 4번,307,0.39814263986594034
3111079,,,둔촌고등학교(둔촌중학교),416,0.2312250072215588
3111080,433.0,-0.0248476228600369,,,
3111085,460.0,-0.0741205194091,묘곡초등학교(고덕아이파크아파트),790,-0.3563410040081527
3111086,132.0,0.6659107037040941,한영중고,827,-0.43517707978262676
3111088,84.0,0.9565658013981037,고덕동성당,223,0.601114689257273
3111089,629.0,-0.401775855170336,상일여고(상일초등학교),383,0.27531731279549254
3111090,,,강일동주민센터,429,0.22087295665960713
3120001,326.0,0.1862742609206588,서대문역,465,0.1595275471824858
3120002,553.0,-0.2460506169861365,서촌(경복궁역),833,-0.44773114580450335
3120003,693.0,-0.557531195573473,광화문역,767,-0.3135782541923347
3120004,502.0,-0.1606016746100872,종로구청,674,-0.16004082879889286
3120005,299.0,0.2364705359967168,삼청동,445,0.19771878489106734
3120006,729.0,-0.6596433550576337,종각역,811,-0.3998665725597612
3120007,685.0,-0.5451181695076925,북촌(안국역),864,-0.5072694210697682
3120008,557.0,-0.2618633945695121,인사동,759,-0.30444420025053154
3120009,792.0,-0.9220041341810828,종로3가역,848,-0.47547859717263263
3120010,381.0,0.0676905415060746,원남동사거리,125,0.918116073257168
3120011,237.0,0.3605371906381249,종로4가,688,-0.1792645949803718
3120012,720.0,-0.6381796029317942,대학로(혜화역),917,-0.6170823623597782
3120013,474.0,-0.0967180727796773,이화사거리,568,0.000570133578983445
3120014,661.0,-0.4816871897356519,종로5가역,778,-0.3369334050246955
3120015,182.0,0.5137183175081431,종로6가,884,-0.5412725464434218
3120016,430.0,-0.0116283907938085,동대문역,228,0.5890837564127775
3120017,846.0,-2.048996257496864,동묘앞역(동묘),740,-0.262968990766476
3120018,530.0,-0.2039305226033687,중림동,769,-0.31678546615806613
3120019,61.0,1.151368608233391,경찰청앞교차로,162,0.7515659612273294
3120020,736.0,-0.682087239329298,시청역_1번,995,-0.8800197708130443
3120021,718.0,-0.6363657106819298,시청역_8번,870,-0.5191537590063009
3120022,841.0,-1.648821658853484,북창동(시청역_6번),1072,-1.6800581238563745
3120023,741.0,-0.7006777063833663,서울시청,1005,-0.93825840998334
3120024,823.0,-1.14255425281504,회현역,1008,-0.9482413873865524
3120025,660.0,-0.4806028977608695,롯데백화점(시청광장 지하쇼핑센터),1032,-1.1150950446058752
3120026,628.0,-0.3999185741372542,을지로입구역,762,-0.30541831487288107
3120027,276.0,0.2828609468152468,명동역(명동재미로),755,-0.2972658226598543
3120028,752.0,-0.7490259189370396,명동(명동거리),1053,-1.3440280819957888
3120029,405.0,0.0338477031779703,,,
3120030,351.0,0.1306295160007791,중부경찰서(영화인의거리),637,-0.1045766799037666
3120031,810.0,-1.0222184934365082,을지로3가역,1018,-1.009397546912736
3120032,735.0,-0.6804858371773833,충무로역,924,-0.6367394525351872
3120033,340.0,0.1580983110515896,을지로4가역,985,-0.854909211327585
3120034,,,중구청(퇴계로4가),96,1.0393172804327684
3120036,755.0,-0.7504419736563004,장충동족발거리(남소영길),979,-0.8419790229503109
3120037,666.0,-0.4885736464450009,동대문역사문화공원역,835,-0.4515748140961558
3120038,490.0,-0.124168086501272,약수역,626,-0.09282099662706916
3120039,426.0,-0.0032503821229423,신당역,972,-0.8080843264991944
3120040,135.0,0.639809242988831,용산전자상가(용산역),644,-0.11434000464871186
3120041,817.0,-1.0777012986230765,신용산역(용산역),961,-0.7546752028907503
3120042,372.0,0.0836236652392496,"숙대입구역(남영역, 남영동)",505,0.09089003535179327
3120043,669.0,-0.5077350825281345,서울역,696,-0.19610117369808577
3120044,842.0,-1.8037059378888904,삼각지역,1061,-1.451262884865946
3120045,839.0,-1.521818017047959,남영동 먹자골목,1043,-1.2262507865983712
3120046,754.0,-0.7500190903471065,이태원(이태원역),957,-0.7356473404979109
3120047,801.0,-0.9695482557348892,한남오거리,1046,-1.2453921325800228
3120048,321.0,0.197361195343186,금호역,546,0.03472710929074826
3120049,659.0,-0.4797924979807052,왕십리역(왕십리),829,-0.4403330224799008
3120050,,,서울숲역,252,0.5323589709414127
3120051,655.0,-0.4656739451668781,뚝섬역,980,-0.8452079037942679
3120052,719.0,-0.6375847980755955,성수역,860,-0.49939440599646145
3120053,434.0,-0.028960745596546,건대입구역(건대),470,0.14852167603175737
3120054,824.0,-1.156346915469899,어린이대공원역,916,-0.6163833671157787
3120055,593.0,-0.3248004978298007,군자역,914,-0.6148920745037685
3120056,443.0,-0.0409218840856806,구의역,569,-0.0008334741645718846
3120057,270.0,0.2953370109199903,아차산역,355,0.315772318793133
3120058,102.0,0.8030460442519396,구의사거리,453,0.18436012080542824
3120059,533.0,-0.2121519530285793,구삼강변맛길,993,-0.8749504455134691
3120060,255.0,0.3177578773894686,강변역(테크노마트),619,-0.08370027326752669
3120061,,,올림픽대교북단,809,-0.3990482003727853
3120062,482.0,-0.1165208399962919,신설동역,247,0.5443916196124443
3120063,812.0,-1.0334116867717191,청량리역(청량리),1023,-1.0262811838921093
3120064,140.0,0.6339631688972942,경희대학교(경희대),327,0.36045146150527807
3120065,677.0,-0.5330076431414236,회기역,863,-0.5019600599898248
3120066,728.0,-0.6583132062472772,장한평역(장한평),984,-0.8524156168223574
3120067,699.0,-0.5740844902436392,장안동사거리,760,-0.30448709885137043
3120068,287.0,0.2530207262155134,사가정역,393,0.2668176386515355
3120069,827.0,-1.19058135274368,상봉역,1035,-1.1512013271111554
3120070,734.0,-0.6803091150296219,한성대입구역,962,-0.7597917899136752
3120071,364.0,0.0977897029097072,성북구청,774,-0.3302312517453471
3120072,670.0,-0.5103777306124745,성신여대,610,-0.07327263347609807
3120073,59.0,1.1582323554868208,미아사거리,225,0.5919376905361768
3120074,585.0,-0.3123347803086736,안암역,1001,-0.9117091595822449
3120075,466.0,-0.0825632433728839,월곡역,475,0.1403488042301521
3120076,353.0,0.1290747013587414,수유역,830,-0.44166437979242423
3120077,641.0,-0.4325777038648832,미아역,890,-0.5579159846589846
3120078,173.0,0.5325272040756452,미아사거리역,103,1.0168124441299293
3120079,603.0,-0.3389186620247911,창동역,721,-0.24581395388372476
3120080,281.0,0.2673298933431855,마들역,692,-0.1889016757666927
3120081,363.0,0.0998064731181424,노원역,649,-0.11935323436806901
3120082,43.0,1.327122016601746,상계백병원,711,-0.2222729237933775
3120083,218.0,0.3986950478817672,등나무근린공원,716,-0.23304572563650422
3120084,803.0,-0.973993897819362,공릉역,1021,-1.0215297241278067
3120085,371.0,0.0865806597267686,은행사거리,532,0.05804675198062102
3120086,700.0,-0.5749620683480453,태릉입구역,812,-0.401025375196065
3120087,229.0,0.3708686861977904,응암역,488,0.11581390033655514
3120088,608.0,-0.3491903373010521,구산역,606,-0.0643005674019734
3120089,41.0,1.357902767586487,구파발역,241,0.5544716074281522
3120090,361.0,0.1004089539349778,연신내역,588,-0.03332641551369604
3120091,435.0,-0.0306681884037799,본서부병원,753,-0.2896877183240002
3120092,563.0,-0.2778205176957464,불광역,521,0.06971313764199653
3120093,587.0,-0.3143337361765976,연희동,562,0.009276405587169183
3120094,415.0,0.0144895465769765,"신촌역(신촌역, 신촌로터리)",594,-0.041390757103806367
3120095,414.0,0.0174555869605465,홍제역,687,-0.17743596164100142
3120096,422.0,0.0061682886930591,"이화여대(이대역, 이대)",507,0.08674982076545948
3120097,98.0,0.8160429394488257,충정로역,200,0.6450757410029102
3120098,568.0,-0.2909604783804718,DMC(디지털미디어시티),780,-0.3422838212959665
3120100,244.0,0.3457072179587075,망원역,712,-0.22291540063673462
3120101,317.0,0.2007106781243258,합정역,581,-0.016138226074355548
3120102,690.0,-0.5537471415140812,서교동(홍대),853,-0.4899060671380613
3120103,773.0,-0.8313582317650057,홍대입구역(홍대),862,-0.5012992396459842
3120104,406.0,0.0312977199472794,연남동(홍대),659,-0.1341457689157627
3120105,101.0,0.8038400025993907,상수역(홍대),360,0.31282286420326316
3120106,540.0,-0.2233117691848347,마포역,613,-0.07663525615673042
3120107,722.0,-0.6454484985979538,공덕역(공덕오거리),814,-0.40503739324685445
3120108,419.0,0.009746595503668,신정네거리역,646,-0.11570530751770902
3120109,151.0,0.5959150252378194,서울남부지방법원,253,0.5310571314779882
3120110,352.0,0.1296736474636847,목동역 8번출구,457,0.174567548204054
3120111,379.0,0.0687846452874988,목동사거리,638,-0.10576101903408597
3120112,667.0,-0.4920762754932108,등촌역,817,-0.41375097247495796
3120113,228.0,0.372152458464031,오목교역,561,0.011102620631318966
3120114,253.0,0.3265138085295163,목동신시가지,836,-0.45484029031080786
3120115,,,김포공항역(김포공항),964,-0.7624562756398526
3120116,224.0,0.3871273434881963,송정역,419,0.22815447141832768
3120117,,,강서농산물도매시장,495,0.10705702509929903
3120118,,,마곡역(마곡),776,-0.3352821903975879
3120119,562.0,-0.2743666040615534,발산역(마곡),939,-0.6702841320845115
3120120,664.0,-0.4874604552917744,화곡역,850,-0.48167063798329046
3120121,725.0,-0.6527711379609549,까치산역,503,0.09259161507310107
3120122,367.0,0.0907942603455385,강서구청,431,0.21984820011039582
3120123,595.0,-0.3278200596274004,오류동역,766,-0.3131794136783489
3120124,702.0,-0.5820114924585149,개봉동 현대아파트,743,-0.26916140222944995
3120125,535.0,-0.2149675685728286,구로역,789,-0.3523913039586978
3120126,112.0,0.7202415679813474,디지털단지오거리,422,0.22459007703078443
3120127,705.0,-0.5915777868063757,구로구청,982,-0.8457481120813245
3120128,338.0,0.1601714822115615,신도림역,395,0.2663947401728898
3120129,727.0,-0.6564447331955718,구로디지털단지,983,-0.8523242711449769
3120130,547.0,-0.2316787327554946,구로디지털단지역,729,-0.25177081031032783
3120131,758.0,-0.7821689541475279,가산디지털단지,936,-0.6595741053520497
3120132,90.0,0.8888694581267038,독산동,438,0.2095843634508365
3120133,627.0,-0.3976114659126791,서울시흥동우체국(홈플러스시흥점),763,-0.3060980970716537
3120134,333.0,0.1735394076051242,구로전화국,977,-0.8350828158247622
3120135,,,양평역,752,-0.28952623399469957
3120136,653.0,-0.4610823856709861,영등포구청역,909,-0.6065960636411036
3120137,539.0,-0.2209593206766651,,,
3120138,63.0,1.1235916125294132,당산2동(영등포우체국),421,0.22542220965753765
