area_code,food_overall_rank,food_CoreDeclineScore,area_name,all_industry_rank,all_industry_CoreDeclineScore
3110247,53.0,1.2080073100839794,먹골역 1번,392,0.2670490347989932
3110249,838.0,-1.4932067864039218,중화역 1번,960,-0.747723801374225
3110251,291.0,0.2456155266151065,장안중학교,279,0.44804383310709345
3110252,147.0,0.6119165884833169,장안제일시장,430,0.22054757418650311
3110253,60.0,1.154152975060834,,,
3110254,177.0,0.5302942662558113,오거리공원,500,0.097289429772294
3110255,675.0,-0.5301413151867834,,,
3110256,97.0,0.8233846931422226,면목2동체육관,332,0.35632555234635227
3110258,23.0,1.6079793433277718,면동초등학교,275,0.46281565027483834
3110259,335.0,0.1682901170762185,사가정역 1번,839,-0.4575245256479041
3110260,731.0,-0.6688536198158478,면목역 3번,396,0.26214524619112317
3110261,766.0,-0.8106981946137575,사가정역 4번,554,0.02293654727051478
3110262,761.0,-0.7940359804082728,상봉역 3번,991,-0.8670202305559167
3110263,,,면목역 1번,865,-0.5139209832304775
3110264,491.0,-0.1270715461734029,면목역 2번,750,-0.2847302863831185
3110265,266.0,0.2976386206233016,망우역 1번,624,-0.0897489335732766
3110266,688.0,-0.5495262487179603,면목동우체국,405,0.2485094500226495
3110267,39.0,1.3741061061202924,망우역 2번,194,0.6643109469275681
3110268,,,망우3동주민센터,702,-0.20579699481684938
3110269,233.0,0.3684088876760622,용마문화복지센터,404,0.254644347283919
3110270,,,혜원여고,257,0.5186151037189161
3110272,456.0,-0.0661633987388974,신내1동주민센터,615,-0.07798671610513562
3110273,577.0,-0.2949848551100052,장스여성병원,120,0.9347342530820584
3110274,204.0,0.4499016650565385,서일대학교,271,0.47149786205865024
3110275,133.0,0.648322388953986,하나은행 망우동지점,229,0.5873696739730464
3110277,296.0,0.2370689391124677,러스크서울병원,31,1.8196619767266833
3110278,243.0,0.3470119841921365,망우본동주민센터,449,0.18923759822302788
3110283,,,성북초등학교앞,801,-0.3772825929062799
3110285,,,홍대부중,106,1.0042863743054262
3110286,289.0,0.2515943935452744,한성대입구역 5번,369,0.2959170803902493
3110288,,,동구여중,451,0.18723135939862037
3110289,,,북한산보국문역 2번,663,-0.13782200506410364
3110291,543.0,-0.2258387757055182,한성대입구역 3번,838,-0.4570631742082813
3110293,290.0,0.2491033266549768,삼선중학교,587,-0.028435854775212002
3110294,339.0,0.1588839208771078,서경대학교,199,0.645445674308277
3110295,402.0,0.0373612204203192,정릉우체국,730,-0.251998754610599
3110296,588.0,-0.3152949145830149,성신여대입구역 4번,732,-0.25323197771665884
3110297,791.0,-0.9173975658912864,경동고등학교,574,-0.008794547834383992
3110299,194.0,0.4847189657394225,정릉역 1번,163,0.7501902561875876
3110300,380.0,0.0678620155113741,삼선동주민센터,529,0.06119750923917414
3110301,82.0,0.980759727349452,성신여대입구역 7번,155,0.7743275164640184
3110302,689.0,-0.5506854743148463,,,
3110303,35.0,1.4361777230652917,,,
3110304,,,보문역 4번,1075,-1.74486169467735
3110305,798.0,-0.953493636803602,보문역 5번,898,-0.5835138155221462
3110306,,,미아초등학교,11,2.721794871799582
3110307,,,길음역 7번,571,-0.006414542799329459
3110308,95.0,0.8390777208659755,길음역 8번,689,-0.18303510832114447
3110309,,,대광초등학교,634,-0.1016590138918137
3110312,526.0,-0.196681226333849,안암역 2번,731,-0.25226410289804874
3110313,303.0,0.2261588356677669,안암역 3번,630,-0.0938160825769487
3110314,188.0,0.4937577465674878,종암경찰서,672,-0.158735294598399
3110315,11.0,1.952295211533516,종암아이파크2차,76,1.2692832831906615
3110316,391.0,0.0534264641386594,숭곡초등학교,474,0.14084569886361958
3110317,,,종암중학교,92,1.0671072072927832
3110318,,,KT월곡지사,142,0.8209264014573403
3110319,222.0,0.3909985959480048,종암동주민센터,525,0.06412114896466421
3110323,480.0,-0.1156841824290349,상월곡역 1번,701,-0.20543261058681303
3110325,518.0,-0.1852215418296932,,,
3110327,602.0,-0.3382864517903172,상월곡역 2번,598,-0.04860544782506461
3110329,,,우리은행체육관,22,2.1575355876268496
3110330,159.0,0.5773639704446647,돌곶이역 1번,214,0.6174407528131812
3110331,513.0,-0.1785200859774204,돌곶이역 8번,821,-0.42620959293737465
3110333,707.0,-0.5931262608159218,돌곶이역 5번,966,-0.7836991403929636
3110335,613.0,-0.3634074200071254,석계역 7번,822,-0.4274713922989302
