area_code,area_name,sales_amount_2022,sales_amount_2025,transactions_2022,transactions_2025,floating_population_2022,floating_population_2025,average_ticket_2022,average_ticket_2025,sales_amount_change_2022_2025,transactions_change_2022_2025,floating_population_change_2022_2025,average_ticket_change_2022_2025
3110091,리움미술관,8698177495.0,6367449270.0,284083.0,150840.0,200030.5,244494.0,30618.437199691638,42213.26750198886,-0.2679559282780536,-0.46902841775115023,0.22228360175073303,0.3786878548593591
3120005,삼청동,79774066909.0,71090132039.0,3168324.0,2546852.0,288885.0,314687.25,25178.632901496185,27912.94195304635,-0.10885661476812947,-0.1961516562068778,0.0893166831091956,0.10859640641520629
